predictor,bucket_id,bin_label,edge,n_events,alert_rate,target_alert_rate,relative_error_pct,point_idx,mapping_new_fit_month,eval_month,seed
custom,2,>= 0.6,0.6,150937,0.15324274366126264,0.1,53.24274366126264,0,2,3,2
custom,3,>= 0.8,0.8,150937,0.08591001543690414,0.05,71.82003087380828,0,2,3,2
default,0,>= 0.2,0.2,150937,0.7002325473541942,0.7,0.033221050599171624,0,2,3,2
default,1,>= 0.5,0.5,150937,0.3879896910631588,0.35,10.854197446616801,0,2,3,2
default,2,>= 0.6,0.6,150937,0.13697105414841954,0.1,36.97105414841953,0,2,3,2
default,3,>= 0.8,0.8,150937,0.0746669140104812,0.05,49.33382802096239,0,2,3,2
raw,0,>= 0.2,0.2,150937,0.007857582965078146,0.7,-98.87748814784598,0,2,3,2
raw,1,>= 0.5,0.5,150937,0.0010666702001497312,0.35,-99.69523708567151,0,2,3,2
raw,2,>= 0.6,0.6,150937,0.0005167718982091866,0.1,-99.48322810179081,0,2,3,2
raw,3,>= 0.8,0.8,150937,5.9627526716444606e-05,0.05,-99.8807449465671,0,2,3,2
p1,0,>= 0.2,0.2,127691,0.7468341543256768,0.7,6.6905934750966916,1,3,4,2
p1,1,>= 0.5,0.5,127691,0.4339381788849645,0.35,23.98233682427558,1,3,4,2
p1,2,>= 0.6,0.6,127691,0.15831969363541676,0.1,58.31969363541675,1,3,4,2
p1,3,>= 0.8,0.8,127691,0.0852213546765238,0.05,70.44270935304759,1,3,4,2
p1_5,0,>= 0.2,0.2,127691,0.32862143768942215,0.7,-53.05408033008254,1,3,4,2
p1_5,1,>= 0.5,0.5,127691,0.20046831804904025,0.35,-42.723337700274215,1,3,4,2
p1_5,2,>= 0.6,0.6,127691,0.09321721969441855,0.1,-6.7827803055814515,1,3,4,2
p1_5,3,>= 0.8,0.8,127691,0.061860272063027154,0.05,23.720544126054303,1,3,4,2
p2,0,>= 0.2,0.2,127691,0.7311400176989764,0.7,4.448573956996636,1,3,4,2
p2,1,>= 0.5,0.5,127691,0.37283755315566486,0.35,6.525015187332824,1,3,4,2
p2,2,>= 0.6,0.6,127691,0.10307695922187154,0.1,3.0769592218715394,1,3,4,2
p2,3,>= 0.8,0.8,127691,0.0496667736958752,0.05,-0.6664526082496014,1,3,4,2
